# file...... substation_data.csv
# date...... Thu Jun  9 10:40:14 2016
# user...... hard312
# host...... (null)
# target.... meter 14
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,measured_voltage_A, measured_current_A, measured_power_A.real, measured_power_A.imag
2009-08-08 04:30:00 PDT,+7216-9.97697e-05d,+0.902751+0.124153j,+6514.25,-895.898
2009-08-08 04:31:00 PDT,+7216-9.97697e-05d,+0.902751+0.124153j,+6514.25,-895.898
2009-08-08 04:32:00 PDT,+7216-9.97697e-05d,+0.902751+0.124153j,+6514.25,-895.898
2009-08-08 04:33:00 PDT,+7216-9.97697e-05d,+0.902751+0.124153j,+6514.25,-895.898
2009-08-08 04:34:00 PDT,+7216-9.97697e-05d,+0.902751+0.124153j,+6514.25,-895.898
2009-08-08 04:35:00 PDT,+7216-9.97746e-05d,+0.902787+0.124215j,+6514.51,-896.345
2009-08-08 04:36:00 PDT,+7216-9.97746e-05d,+0.902787+0.124215j,+6514.51,-896.345
2009-08-08 04:37:00 PDT,+7216-9.97746e-05d,+0.902787+0.124215j,+6514.51,-896.345
2009-08-08 04:38:00 PDT,+7216-9.97746e-05d,+0.902787+0.124215j,+6514.51,-896.345
2009-08-08 04:39:00 PDT,+7216-9.97746e-05d,+0.902787+0.124215j,+6514.51,-896.345
2009-08-08 04:40:00 PDT,+7216-9.97746e-05d,+0.902787+0.124215j,+6514.51,-896.345
2009-08-08 04:41:00 PDT,+7216-9.97746e-05d,+0.902787+0.124215j,+6514.51,-896.345
2009-08-08 04:42:00 PDT,+7216-9.97746e-05d,+0.902787+0.124215j,+6514.51,-896.345
2009-08-08 04:43:00 PDT,+7216-9.97746e-05d,+0.902787+0.124215j,+6514.51,-896.345
2009-08-08 04:44:00 PDT,+7216-9.97746e-05d,+0.902787+0.124215j,+6514.51,-896.345
2009-08-08 04:45:00 PDT,+7216-9.97746e-05d,+0.902787+0.124215j,+6514.51,-896.345
2009-08-08 04:46:00 PDT,+7216-9.97746e-05d,+0.902787+0.124215j,+6514.51,-896.345
2009-08-08 04:47:00 PDT,+7216-9.97746e-05d,+0.902787+0.124215j,+6514.51,-896.345
2009-08-08 04:48:00 PDT,+7216-9.98084e-05d,+0.903098+0.124224j,+6516.76,-896.413
2009-08-08 04:49:00 PDT,+7216-9.9833e-05d,+0.903315+0.124295j,+6518.32,-896.926
2009-08-08 04:50:00 PDT,+7216-9.9833e-05d,+0.903315+0.124295j,+6518.32,-896.926
2009-08-08 04:51:00 PDT,+7216-9.9833e-05d,+0.903315+0.124295j,+6518.32,-896.926
2009-08-08 04:52:00 PDT,+7216-9.9833e-05d,+0.903315+0.124295j,+6518.32,-896.926
2009-08-08 04:53:00 PDT,+7216-9.9833e-05d,+0.903315+0.124295j,+6518.32,-896.926
2009-08-08 04:54:00 PDT,+7216-9.9833e-05d,+0.903315+0.124295j,+6518.32,-896.926
2009-08-08 04:55:00 PDT,+7216-9.9833e-05d,+0.903315+0.124295j,+6518.32,-896.926
2009-08-08 04:56:00 PDT,+7216-9.9833e-05d,+0.903315+0.124295j,+6518.32,-896.926
2009-08-08 04:57:00 PDT,+7216-9.9833e-05d,+0.903315+0.124295j,+6518.32,-896.926
2009-08-08 04:58:00 PDT,+7216-9.9833e-05d,+0.903315+0.124295j,+6518.32,-896.926
2009-08-08 04:59:00 PDT,+7216-9.9833e-05d,+0.903315+0.124295j,+6518.32,-896.926
2009-08-08 05:00:00 PDT,+7216-9.9833e-05d,+0.903315+0.124295j,+6518.32,-896.926
2009-08-08 05:01:00 PDT,+7216-9.98724e-05d,+0.903677+0.124303j,+6520.93,-896.984
2009-08-08 05:02:00 PDT,+7216-9.98724e-05d,+0.903677+0.124303j,+6520.93,-896.984
2009-08-08 05:03:00 PDT,+7216-9.98724e-05d,+0.903677+0.124303j,+6520.93,-896.984
2009-08-08 05:04:00 PDT,+7216-9.98724e-05d,+0.903677+0.124303j,+6520.93,-896.984
2009-08-08 05:05:00 PDT,+7216-9.98997e-05d,+0.903922+0.124354j,+6522.7,-897.352
2009-08-08 05:06:00 PDT,+7216-9.98997e-05d,+0.903922+0.124354j,+6522.7,-897.352
2009-08-08 05:07:00 PDT,+7216-9.98997e-05d,+0.903922+0.124354j,+6522.7,-897.352
2009-08-08 05:08:00 PDT,+7216-9.99288e-05d,+0.904182+0.124414j,+6524.57,-897.784
2009-08-08 05:09:00 PDT,+7216-9.99288e-05d,+0.904182+0.124414j,+6524.57,-897.784
2009-08-08 05:10:00 PDT,+7216-9.99288e-05d,+0.904182+0.124414j,+6524.57,-897.784
2009-08-08 05:11:00 PDT,+7216-9.99288e-05d,+0.904182+0.124414j,+6524.57,-897.784
2009-08-08 05:12:00 PDT,+7216-9.99288e-05d,+0.904182+0.124414j,+6524.57,-897.784
2009-08-08 05:13:00 PDT,+7216-9.99288e-05d,+0.904182+0.124414j,+6524.57,-897.784
2009-08-08 05:14:00 PDT,+7216-9.99288e-05d,+0.904182+0.124414j,+6524.57,-897.784
2009-08-08 05:15:00 PDT,+7216-9.99288e-05d,+0.904182+0.124414j,+6524.57,-897.784
2009-08-08 05:16:00 PDT,+7216-9.99288e-05d,+0.904182+0.124414j,+6524.57,-897.784
