# file...... IEEE_13_house_Distribution_OHLine_Losses.csv
# date...... Mon Apr 09 14:06:51 2012
# user...... sing463
# host...... (null)
# group..... class=overhead_line AND groupid=Distribution_Line
# trigger... (none)
# interval.. 60
# limit..... 38880
# property.. timestamp,sum(power_losses_A.real),sum(power_losses_A.imag),sum(power_losses_B.real),sum(power_losses_B.imag),sum(power_losses_C.real),sum(power_losses_C.imag)
2010-06-05 00:00:00 PDT,+3182.49,+4178.63,+663.558,+6023.49,+339.626,+2841.93
2010-06-05 00:01:00 PDT,+3178.43,+4176.15,+660.93,+6011.86,+340.758,+2840.02
2010-06-05 00:02:00 PDT,+3176.02,+4170.6,+661.415,+6008.75,+339.199,+2837.44
2010-06-05 00:03:00 PDT,+3170.16,+4161.33,+660.108,+5996.21,+337.498,+2831.93
2010-06-05 00:04:00 PDT,+3021.71,+4133.94,+570.221,+5594.97,+419.912,+2801.47
2010-06-05 00:05:00 PDT,+2882.74,+4074.01,+506.528,+5274.53,+486.537,+2795.61
2010-06-05 00:06:00 PDT,+2251.49,+3444.03,+609.288,+4642.08,+648.945,+2964.03
2010-06-05 00:07:00 PDT,+2201.34,+3441.94,+467.111,+4279.54,+661.894,+2806.59
2010-06-05 00:08:00 PDT,+2040.39,+3298.88,+393.516,+3913.07,+696.596,+2720.06
2010-06-05 00:09:00 PDT,+2022.29,+3132.47,+406.984,+3861.84,+586.261,+2562.37
2010-06-05 00:10:00 PDT,+1748.4,+2776.12,+495.677,+3646.22,+601.013,+2585.42
2010-06-05 00:11:00 PDT,+1831.14,+2700.47,+517.767,+3741.42,+467.512,+2449.76
2010-06-05 00:12:00 PDT,+1619.48,+2490.55,+580.41,+3579.52,+520.281,+2524.47
2010-06-05 00:13:00 PDT,+1647.86,+2655.31,+397.043,+3300.95,+590.484,+2423.73
2010-06-05 00:14:00 PDT,+1653.98,+2715.12,+331.911,+3202.5,+619.48,+2384.74
2010-06-05 00:15:00 PDT,+1645.82,+2701.63,+334.272,+3194.43,+617.635,+2381.98
2010-06-05 00:16:00 PDT,+1777.15,+2757.23,+312.572,+3284.12,+521.941,+2272.29
2010-06-05 00:17:00 PDT,+1774.58,+2745.25,+315.889,+3283.38,+516.037,+2267.64
2010-06-05 00:18:00 PDT,+1886.14,+2879.95,+263.39,+3326.18,+494.261,+2215.37
2010-06-05 00:19:00 PDT,+1889.05,+2875.23,+263.564,+3326.57,+487.678,+2207.9
2010-06-05 00:20:00 PDT,+1893.11,+2935.43,+206.496,+3236.14,+513.772,+2169.99
2010-06-05 00:21:00 PDT,+1888.27,+2928.79,+205.828,+3228,+513.454,+2166.68
2010-06-05 00:22:00 PDT,+1883.36,+2922.74,+207.259,+3224.49,+514.27,+2167.71
2010-06-05 00:23:00 PDT,+1786.79,+2803.8,+246.648,+3177.19,+532.729,+2206.82
2010-06-05 00:24:00 PDT,+1587.21,+2577.66,+328.023,+3074.85,+578.3,+2294.67
2010-06-05 00:25:00 PDT,+1583.47,+2570.17,+328.024,+3068.38,+576.283,+2290.54
2010-06-05 00:26:00 PDT,+1575.59,+2561.16,+331.151,+3063.83,+577.796,+2293.51
2010-06-05 00:27:00 PDT,+1566.53,+2501.45,+386.998,+3140.19,+550.125,+2322.02
2010-06-05 00:28:00 PDT,+1558.43,+2493.24,+389.047,+3133.5,+552.098,+2324.07
2010-06-05 00:29:00 PDT,+1558.36,+2499.19,+381.717,+3121.72,+555.609,+2319.92
2010-06-05 00:30:00 PDT,+1559.17,+2496.09,+380.796,+3119.24,+552.231,+2314.36
2010-06-05 00:31:00 PDT,+1562.47,+2495.01,+378.854,+3117.79,+547.789,+2307.21
2010-06-05 00:32:00 PDT,+1569.05,+2542.19,+326.354,+3040.6,+568.693,+2272.31
2010-06-05 00:33:00 PDT,+1652.88,+2638.33,+286.065,+3073.98,+550.356,+2228.96
2010-06-05 00:34:00 PDT,+1641.98,+2627.96,+287.805,+3063.82,+553.813,+2231.57
2010-06-05 00:35:00 PDT,+1641.04,+2629.42,+285.376,+3059.04,+555.436,+2230.25
2010-06-05 00:36:00 PDT,+1733.66,+2734.01,+245.272,+3101.12,+533.112,+2185.39
2010-06-05 00:37:00 PDT,+1722.89,+2720.35,+248.945,+3093.89,+534.46,+2187.73
2010-06-05 00:38:00 PDT,+1712.56,+2703.31,+255.268,+3090.63,+533.28,+2190.33
