# file...... IEEE_13_house_Triplex_Line_Losses_2.csv
# date...... Mon Apr 09 14:20:24 2012
# user...... sing463
# host...... (null)
# group..... class=triplex_line AND groupid=Triplex_Line
# trigger... (none)
# interval.. 60
# limit..... 38880
# property.. timestamp,sum(power_losses_A.real),sum(power_losses_A.imag),sum(power_losses_B.real),sum(power_losses_B.imag),sum(power_losses_C.real),sum(power_losses_C.imag)
2010-12-25 00:00:00 PST,+147.043,+46.104,+38.1785,+2.49361,+0,+0
2010-12-25 00:01:00 PST,+146.807,+46.014,+38.1901,+2.50249,+0,+0
2010-12-25 00:02:00 PST,+146.707,+45.9726,+38.1931,+2.49185,+0,+0
2010-12-25 00:03:00 PST,+146.32,+45.8267,+38.2167,+2.51021,+0,+0
2010-12-25 00:04:00 PST,+149.53,+46.5704,+41.2032,+2.78234,+0,+0
2010-12-25 00:05:00 PST,+263.443,+73.5793,+114.814,+7.9833,+0,+0
2010-12-25 00:06:00 PST,+248.436,+70.1069,+107.241,+7.49783,+0,+0
2010-12-25 00:07:00 PST,+232.827,+66.4006,+98.4144,+6.87036,+0,+0
2010-12-25 00:08:00 PST,+170.167,+51.8493,+58.2023,+3.65318,+0,+0
2010-12-25 00:09:00 PST,+132.445,+43.2073,+33.3979,+1.47978,+0,+0
2010-12-25 00:10:00 PST,+142.308,+45.6269,+40.6326,+1.88211,+0,+0
2010-12-25 00:11:00 PST,+136.599,+44.2344,+37.5268,+1.71694,+0,+0
2010-12-25 00:12:00 PST,+116.047,+39.3362,+25.3615,+0.91303,+0,+0
2010-12-25 00:13:00 PST,+83.4489,+31.3422,+6.64243,+0.040758,+0,+0
2010-12-25 00:14:00 PST,+81.0206,+30.634,+5.78465,+0.126189,+0,+0
2010-12-25 00:15:00 PST,+109.681,+37.3938,+24.521,+1.42621,+0,+0
2010-12-25 00:16:00 PST,+131.47,+42.875,+36.3376,+1.63643,+0,+0
2010-12-25 00:17:00 PST,+169.472,+52.0813,+59.5768,+2.90205,+0,+0
2010-12-25 00:18:00 PST,+159.733,+49.4751,+54.6148,+2.92252,+0,+0
2010-12-25 00:19:00 PST,+130.879,+42.5134,+36.8464,+1.79547,+0,+0
2010-12-25 00:20:00 PST,+102.607,+35.4257,+21.0819,+1.22424,+0,+0
2010-12-25 00:21:00 PST,+72.0847,+28.0871,+2.06941,-0.0466683,+0,+0
2010-12-25 00:22:00 PST,+75.3019,+28.8748,+3.94705,+0.0143434,+0,+0
2010-12-25 00:23:00 PST,+85.5617,+31.0946,+12.0131,+0.894292,+0,+0
2010-12-25 00:24:00 PST,+88.3905,+31.7947,+14.1526,+0.990768,+0,+0
2010-12-25 00:25:00 PST,+97.2684,+33.8238,+20.1092,+1.42496,+0,+0
2010-12-25 00:26:00 PST,+93.5148,+33.1593,+16.3793,+0.753718,+0,+0
2010-12-25 00:27:00 PST,+113.027,+37.7165,+29.0032,+1.68307,+0,+0
2010-12-25 00:28:00 PST,+110.65,+37.189,+27.2201,+1.44116,+0,+0
2010-12-25 00:29:00 PST,+117.51,+38.663,+32.3942,+1.98352,+0,+0
2010-12-25 00:30:00 PST,+125.676,+40.201,+39.7711,+3.06096,+0,+0
2010-12-25 00:31:00 PST,+150.352,+45.5276,+58.4566,+5.11653,+0,+0
2010-12-25 00:32:00 PST,+194.357,+56.1001,+85.7502,+6.75794,+0,+0
2010-12-25 00:33:00 PST,+194.271,+56.2914,+84.4294,+6.2681,+0,+0
2010-12-25 00:34:00 PST,+168.764,+50.336,+67.5741,+4.8546,+0,+0
2010-12-25 00:35:00 PST,+128.389,+40.6975,+41.7866,+3.06425,+0,+0
2010-12-25 00:36:00 PST,+115.997,+37.5159,+35.1225,+2.91917,+0,+0
2010-12-25 00:37:00 PST,+120.67,+38.6954,+37.606,+2.90118,+0,+0
2010-12-25 00:38:00 PST,+113.354,+36.9966,+32.6394,+2.42494,+0,+0
2010-12-25 00:39:00 PST,+102.367,+34.5746,+24.6141,+1.52551,+0,+0
