# file...... Voltage_652.csv
# date...... Tue Nov 02 09:17:01 2010
# user...... D3P313
# host...... (null)
# target.... node 49
# trigger... (none)
# interval.. 60
# limit..... 2880
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-08-01 00:00:00 PDT,+2425.41,-38.4777,-1249.56,-2103.17,-1198.69,+2125.98
2000-08-01 00:01:00 PDT,+2410.24,-38.3931,-1241.91,-2090.08,-1191.21,+2112.75
2000-08-01 00:02:00 PDT,+2410.51,-37.9516,-1234.11,-2076.72,-1191.16,+2112.94
2000-08-01 00:03:00 PDT,+2410.55,-37.9148,-1234.06,-2076.77,-1191.21,+2112.93
2000-08-01 00:04:00 PDT,+2411.36,-37.8373,-1233.24,-2076.89,-1189.55,+2113.12
2000-08-01 00:05:00 PDT,+2401.38,-29.7764,-1205.95,-2059.33,-1182.32,+2077.64
2000-08-01 00:06:00 PDT,+2401.46,-29.6005,-1205.88,-2059.3,-1182.35,+2077.68
2000-08-01 00:07:00 PDT,+2401.57,-29.5579,-1205.73,-2059.41,-1182.31,+2077.66
2000-08-01 00:08:00 PDT,+2401.63,-29.5373,-1205.63,-2059.51,-1182.36,+2077.62
2000-08-01 00:09:00 PDT,+2401.68,-29.5168,-1205.54,-2059.6,-1182.37,+2077.6
2000-08-01 00:10:00 PDT,+2401.68,-29.4782,-1205.51,-2059.63,-1182.46,+2077.58
2000-08-01 00:11:00 PDT,+2401.75,-29.5041,-1205.38,-2059.77,-1182.46,+2077.53
2000-08-01 00:12:00 PDT,+2401.83,-29.4168,-1205.32,-2059.81,-1182.5,+2077.53
2000-08-01 00:13:00 PDT,+2401.91,-29.4155,-1205.18,-2059.95,-1182.54,+2077.47
2000-08-01 00:14:00 PDT,+2401.98,-29.4595,-1205.02,-2060.17,-1182.64,+2077.37
2000-08-01 00:15:00 PDT,+2401.96,-29.335,-1205.06,-2060.12,-1182.78,+2077.39
2000-08-01 00:16:00 PDT,+2401.86,-29.3213,-1205.15,-2060.04,-1182.93,+2077.4
2000-08-01 00:17:00 PDT,+2401.81,-29.3767,-1205.11,-2060.16,-1183.03,+2077.33
2000-08-01 00:18:00 PDT,+2401.95,-29.2351,-1205.01,-2060.14,-1182.96,+2077.38
2000-08-01 00:19:00 PDT,+2402.1,-29.0574,-1204.93,-2060.1,-1182.92,+2077.43
2000-08-01 00:20:00 PDT,+2402.13,-29.0387,-1204.85,-2060.24,-1183,+2077.38
2000-08-01 00:21:00 PDT,+2402.01,-29.1038,-1204.85,-2060.34,-1183.14,+2077.3
2000-08-01 00:22:00 PDT,+2402.05,-29.1618,-1204.74,-2060.32,-1182.82,+2077.24
2000-08-01 00:23:00 PDT,+2401.87,-29.5434,-1204.76,-2060.49,-1182.67,+2077.03
2000-08-01 00:24:00 PDT,+2400.83,-30.3192,-1205.48,-2060.36,-1183.16,+2076.84
2000-08-01 00:25:00 PDT,+2400.88,-30.0044,-1205.51,-2059.93,-1183.02,+2077.02
2000-08-01 00:26:00 PDT,+2401.15,-29.8171,-1205.33,-2060.09,-1183.16,+2077.02
2000-08-01 00:27:00 PDT,+2401.17,-29.5516,-1205.32,-2060.06,-1183.45,+2077.12
2000-08-01 00:28:00 PDT,+2401.98,-28.7068,-1204.78,-2059.94,-1183.11,+2077.38
2000-08-01 00:29:00 PDT,+2402.47,-28.2655,-1204.51,-2059.96,-1183.09,+2077.49
2000-08-01 00:30:00 PDT,+2402.45,-28.164,-1204.49,-2060.11,-1183.46,+2077.5
2000-08-01 00:31:00 PDT,+2402.55,-28.2092,-1204.33,-2060.29,-1183.37,+2077.43
2000-08-01 00:32:00 PDT,+2402.58,-28.0575,-1204.29,-2060.33,-1183.52,+2077.45
2000-08-01 00:33:00 PDT,+2402.6,-28.1191,-1204.18,-2060.6,-1183.68,+2077.35
2000-08-01 00:34:00 PDT,+2402.83,-27.8072,-1204.03,-2060.55,-1183.64,+2077.44
2000-08-01 00:35:00 PDT,+2402.9,-27.6409,-1203.99,-2060.51,-1183.67,+2077.48
2000-08-01 00:36:00 PDT,+2402.88,-27.728,-1203.96,-2060.61,-1183.68,+2077.43
2000-08-01 00:37:00 PDT,+2402.94,-27.6108,-1203.92,-2060.55,-1183.68,+2077.45
2000-08-01 00:38:00 PDT,+2403.05,-27.385,-1203.84,-2060.48,-1183.62,+2077.54
2000-08-01 00:39:00 PDT,+2403.03,-27.4431,-1203.82,-2060.51,-1183.52,+2077.48
2000-08-01 00:40:00 PDT,+2403.21,-27.4628,-1203.63,-2060.56,-1183.16,+2077.44
2000-08-01 00:41:00 PDT,+2403.1,-27.1016,-1203.81,-2060.16,-1183.5,+2077.66
2000-08-01 00:42:00 PDT,+2402.85,-26.8264,-1204.17,-2059.52,-1183.78,+2077.9
2000-08-01 00:43:00 PDT,+2402.81,-27.0934,-1204.05,-2059.92,-1183.82,+2077.71
2000-08-01 00:44:00 PDT,+2402.98,-27.2756,-1203.68,-2060.65,-1183.89,+2077.47
2000-08-01 00:45:00 PDT,+2402.97,-27.1054,-1203.8,-2060.35,-1183.93,+2077.59
2000-08-01 00:46:00 PDT,+2403.1,-27.2876,-1203.59,-2060.61,-1183.67,+2077.46
2000-08-01 00:47:00 PDT,+2402.95,-27.5021,-1203.6,-2060.76,-1183.72,+2077.36
2000-08-01 00:48:00 PDT,+2403,-27.1374,-1203.68,-2060.43,-1183.89,+2077.55
2000-08-01 00:49:00 PDT,+2402.81,-27.6931,-1203.69,-2060.78,-1183.7,+2077.28
2000-08-01 00:50:00 PDT,+2402.77,-27.8825,-1203.64,-2060.94,-1183.63,+2077.16
2000-08-01 00:51:00 PDT,+2402.93,-27.5582,-1203.55,-2060.72,-1183.45,+2077.29
2000-08-01 00:52:00 PDT,+2402.94,-27.9335,-1203.41,-2061.13,-1183.21,+2077.05
