# file...... Voltage_630.csv
# date...... Wed Oct 20 13:52:03 2010
# user...... D3P313
# host...... (null)
# target.... node 38
# trigger... (none)
# interval.. 60
# limit..... 1440
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 00:00:00 PST,+2386.71,-0.25997,-1193.57,-2066.83,-1193.22,+2067.05
2000-01-01 00:01:00 PST,+2371.7,-0.256011,-1186.06,-2053.83,-1185.72,+2054.05
2000-01-01 00:02:00 PST,+2356.69,-0.256259,-1178.56,-2040.83,-1178.22,+2041.05
2000-01-01 00:03:00 PST,+2341.64,-0.31981,-1171.08,-2027.79,-1170.64,+2028.06
2000-01-01 00:04:00 PST,+2326.63,-0.315225,-1163.57,-2014.79,-1163.14,+2015.05
2000-01-01 00:05:00 PST,+2311.58,-0.388398,-1156.07,-2001.77,-1155.62,+2002.05
2000-01-01 00:06:00 PST,+2296.57,-0.378803,-1148.57,-1988.77,-1148.13,+1989.05
2000-01-01 00:07:00 PST,+2281.57,-0.347038,-1141.06,-1975.76,-1140.63,+1976.05
2000-01-01 00:08:00 PST,+2281.57,-0.335156,-1133.54,-1962.77,-1133.13,+1963.05
2000-01-01 00:09:00 PST,+2281.58,-0.311763,-1126.03,-1949.79,-1125.64,+1950.04
2000-01-01 00:10:00 PST,+2281.6,-0.277024,-1118.52,-1936.78,-1118.16,+1937.04
2000-01-01 00:11:00 PST,+2266.6,-0.244619,-1111,-1923.8,-1118.18,+1937.04
2000-01-01 00:12:00 PST,+2251.62,-0.188499,-1110.99,-1923.82,-1110.7,+1924.03
2000-01-01 00:13:00 PST,+2251.59,-0.234596,-1111.03,-1923.74,-1110.65,+1924.04
2000-01-01 00:14:00 PST,+2251.62,-0.270964,-1111.07,-1923.76,-1110.65,+1924.08
2000-01-01 00:15:00 PST,+2251.61,-0.27598,-1111.06,-1923.77,-1110.63,+1924.08
2000-01-01 00:16:00 PST,+2251.61,-0.285166,-1111.05,-1923.79,-1110.63,+1924.08
2000-01-01 00:17:00 PST,+2251.61,-0.281379,-1111.05,-1923.79,-1110.65,+1924.08
2000-01-01 00:18:00 PST,+2251.63,-0.23178,-1103.48,-1910.88,-1110.69,+1924.07
2000-01-01 00:19:00 PST,+2251.6,-0.203097,-1103.43,-1910.88,-1110.69,+1924.03
2000-01-01 00:20:00 PST,+2251.6,-0.21258,-1103.43,-1910.88,-1110.68,+1924.03
2000-01-01 00:21:00 PST,+2251.6,-0.21359,-1103.45,-1910.85,-1110.68,+1924.03
2000-01-01 00:22:00 PST,+2251.6,-0.203486,-1103.45,-1910.85,-1110.68,+1924.03
2000-01-01 00:23:00 PST,+2251.6,-0.20339,-1103.45,-1910.85,-1110.69,+1924.03
2000-01-01 00:24:00 PST,+2251.59,-0.216735,-1103.46,-1910.84,-1110.68,+1924.03
2000-01-01 00:25:00 PST,+2251.57,-0.269811,-1103.5,-1910.77,-1110.65,+1924.03
2000-01-01 00:26:00 PST,+2251.6,-0.299759,-1103.54,-1910.78,-1110.64,+1924.08
2000-01-01 00:27:00 PST,+2251.59,-0.316546,-1103.54,-1910.78,-1110.63,+1924.08
2000-01-01 00:28:00 PST,+2251.59,-0.313872,-1103.54,-1910.78,-1110.63,+1924.08
2000-01-01 00:29:00 PST,+2251.6,-0.291208,-1103.54,-1910.79,-1110.62,+1924.08
2000-01-01 00:30:00 PST,+2251.59,-0.315298,-1103.53,-1910.81,-1110.61,+1924.08
2000-01-01 00:31:00 PST,+2251.6,-0.297367,-1103.54,-1910.78,-1110.59,+1924.08
2000-01-01 00:32:00 PST,+2251.6,-0.29315,-1103.54,-1910.78,-1110.61,+1924.08
2000-01-01 00:33:00 PST,+2251.61,-0.279159,-1103.54,-1910.79,-1110.62,+1924.08
2000-01-01 00:34:00 PST,+2251.58,-0.320007,-1103.53,-1910.81,-1110.61,+1924.08
